campaign,filename,extension,TELESCOP,INSTRUME,CHANNEL,MODULE,OUTPUT,RADESYS,EQUINOX,WCSAXES,CTYPE1,CTYPE2,CRVAL1,CRVAL2,CRPIX1,CRPIX2,CD1_1,CD1_2,CD2_1,CD2_2,A_ORDER,B_ORDER,A_2_0,A_0_2,A_1_1,B_2_0,B_0_2,B_1_1,AP_ORDER,BP_ORDER,AP_1_0,AP_0_1,AP_2_0,AP_0_2,AP_1_1,BP_1_0,BP_0_1,BP_2_0,BP_0_2,BP_1_1
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,44,Kepler,Kepler Photometer,44,13,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,245.570391428,-23.0121875699,613.96513657,608.250733954,0.00110218522639,-7.82600711346e-05,7.74455026016e-05,0.00110220181384,2,2,4.38578074325e-07,2.61457216311e-07,6.930302785e-08,2.25325104925e-06,3.76090663668e-06,-2.94781111024e-06,2,2,4.44407827429e-09,4.69100535988e-07,-4.38624298643e-07,-2.6172220897e-07,-6.92556718996e-08,-4.16011592089e-06,7.70197153797e-06,-2.25325304457e-06,-3.76412943373e-06,2.95012799999e-06
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,45,Kepler,Kepler Photometer,45,14,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,246.45338565,-20.1920649839,682.537492179,513.970490285,-0.00110188027329,-8.19982429367e-05,-8.27174757016e-05,0.00110152764285,2,2,-5.13464178456e-07,-1.62172695026e-06,-1.92097766776e-06,3.86182332124e-06,2.90107079609e-06,5.87455794519e-06,2,2,-3.30533823534e-06,-3.31113900439e-06,5.14556184468e-07,1.62238836647e-06,1.92499336332e-06,6.27062461587e-06,5.33867133126e-06,-3.86577165403e-06,-2.90142059443e-06,-5.88244838946e-06
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,46,Kepler,Kepler Photometer,46,14,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,245.208880163,-20.3594398051,477.955554927,437.236837958,0.00110236183905,-7.44745495049e-05,7.42974610947e-05,0.00110300723954,2,2,9.23084687759e-07,2.07933150884e-06,2.40950799418e-06,-4.4815758905e-08,2.03426384017e-06,3.48125280691e-06,2,2,2.89667519384e-06,3.37913827563e-06,-9.2321806759e-07,-2.07501870829e-06,-2.40106672274e-06,2.60291955351e-06,3.69651868102e-06,4.41822912059e-08,-2.02933736621e-06,-3.47271628921e-06
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,47,Kepler,Kepler Photometer,47,14,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,245.174546651,-19.0105183974,530.670868154,508.588872054,0.00110198891305,7.41318277644e-05,7.52050962125e-05,-0.00110209558058,2,2,1.16284075765e-07,-9.21932259274e-07,-6.66897854055e-07,2.54218448305e-07,1.11282513816e-06,7.88617773332e-07,2,2,-2.27981829166e-07,-3.97289613569e-07,-1.16272759739e-07,9.21813832338e-07,6.66706787838e-07,2.18946282173e-07,4.22191867704e-07,-2.54225862886e-07,-1.11269462757e-06,-7.88464247204e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,48,Kepler,Kepler Photometer,48,14,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,246.450053895,-18.9490617092,601.444442598,530.957289775,-0.00110179440656,8.32542167239e-05,-8.2704334211e-05,-0.00110163341963,2,2,1.00217369177e-06,-5.30212125232e-07,1.31945253782e-06,-1.3605816212e-07,7.99399670734e-07,8.35788449124e-07,2,2,4.58389167955e-07,3.05164373597e-07,-1.00229914842e-06,5.30215583474e-07,-1.31981461491e-06,2.55029037624e-07,2.62159797459e-07,1.3612728094e-07,-7.99476375391e-07,-8.35829672875e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,49,Kepler,Kepler Photometer,49,15,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,246.366422813,-17.4187859801,569.756891613,433.277769255,-0.00110152646525,-8.26589989226e-05,-8.29226570476e-05,0.00110149108725,2,2,3.37674368168e-07,-6.7375273881499e-07,6.03634367882e-07,3.68137265347e-07,2.14623497111e-07,2.71304592676e-07,2,2,6.27755753099e-08,-7.77485151852e-08,-3.37620843413e-07,6.73571906811e-07,-6.03702816173e-07,5.75307362444e-08,7.63287424183e-08,-3.6808623015e-07,-2.14673826619e-07,-2.71342485825e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,50,Kepler,Kepler Photometer,50,15,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,245.07784093,-17.3301289644,550.621444236,592.7993786,0.00110253127188,-7.58113172175e-05,7.51558662530999e-05,0.0011023164922,2,2,7.69574881465e-07,-8.12166989472e-07,9.61017591379999e-07,-2.9147474323e-07,2.32207537156e-07,1.85654914828e-08,2,2,1.76385814402e-07,1.08575168501e-07,-7.69679341406e-07,8.12376308436e-07,-9.60918668421e-07,-4.41294990208e-08,-6.12574423387e-08,2.91483899476e-07,-2.32225587029e-07,-1.86447493e-08
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,51,Kepler,Kepler Photometer,51,15,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,245.028962381,-16.1462925962,581.655104476,500.817224165,0.00110218218368,7.48050805135e-05,7.5351112176e-05,-0.00110266745942,2,2,1.09321191727e-06,1.97689634948e-07,7.21735762576e-07,3.5120705188e-07,2.20601207054e-07,1.20597268358e-06,2,2,7.04071816981e-07,4.28116728408e-07,-1.09323186334e-06,-1.977034849e-07,-7.21732249668e-07,4.289119044e-07,4.54748575353e-07,-3.51173227893e-07,-2.20625532476e-07,-1.2059560703e-06
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,52,Kepler,Kepler Photometer,52,15,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,246.21308584,-16.0702857424,611.538038494,505.071863294,-0.00110198694205,8.12595305091999e-05,-8.10866718319e-05,-0.00110173776677,2,2,4.47098761657e-07,-4.80747264399e-07,-3.12846642348e-07,-3.85288326556e-08,9.97905630412e-07,6.18917973463e-07,2,2,-4.41475948208e-08,-2.14637702071e-07,-4.47158197942e-07,4.80746557421e-07,3.12825017094e-07,1.6083077874e-07,3.79097521799e-07,3.85421477585e-08,-9.97844592911e-07,-6.18871753417e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,53,Kepler,Kepler Photometer,53,16,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,242.685257846,-27.7988189174,585.464473018,571.668349554,0.00110329691965,5.1842818481e-05,5.26563291595e-05,-0.00110357452027,2,2,3.16979051582e-07,-5.03436122527e-07,1.64325929336e-08,9.3846934939e-07,6.68307903782e-07,-5.4216703698e-08,2,2,1.93850030364e-08,-2.2884130908e-07,-3.16982736437e-07,5.03487796463e-07,-1.63776560874e-08,3.89196427192e-09,3.12926829337e-07,-9.38511573426e-07,-6.68348261656e-07,5.42443412874e-08
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,54,Kepler,Kepler Photometer,54,16,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,244.058020907,-27.7730584697,540.55453482,606.583363777,-0.00110339388747,6.43317878037e-05,-6.50754937443e-05,-0.00110317333098,2,2,-1.4770472321e-06,8.62303977644e-07,-5.13681788474e-08,-4.74846678067e-07,-1.961844819e-07,3.83928505895e-07,2,2,7.109090058e-07,-1.48308303697e-07,1.47733609894e-06,-8.62365061667e-07,5.16038237828e-08,1.44312145564e-07,4.36755641814e-08,4.74952825394e-07,1.96069723517e-07,-3.83785475824e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,55,Kepler,Kepler Photometer,55,16,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,244.106438449,-29.0074220487,568.940658304,439.221859093,-0.00110278687629,-6.5246512972699e-05,-6.5786642386299e-05,0.00110308967463,2,2,6.8399370859e-07,-2.09133962287e-07,1.62052551648e-06,2.31766232272e-07,-6.06984459521e-07,-9.9221689414e-07,2,2,4.34042919871e-07,1.78105232147e-07,-6.83898708609e-07,2.09054259262e-07,-1.62019650736e-06,2.75392056198e-08,2.44365143756e-07,-2.31770887597e-07,6.07175727767e-07,9.92232121604e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,56,Kepler,Kepler Photometer,56,16,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,242.655706332,-29.0075334236,509.620921352,500.31056939,0.00110338746998,-5.27064469277e-05,5.1253572356e-05,0.00110383389212,2,2,1.94953737272e-06,2.74178627854e-06,-2.1817065857e-07,1.02219421227e-06,2.17792546977e-07,1.27269271162e-06,2,2,3.24780661071e-06,5.1518119191e-07,-1.94877754703e-06,-2.74145056486e-06,2.19865535254e-07,1.66482926563e-06,1.09319801506e-06,-1.02157137019e-06,-2.17544987624e-07,-1.27179458453e-06
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,57,Kepler,Kepler Photometer,57,17,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,242.54017344,-25.0563959142,591.772050495,670.103897404,0.00110351433914,5.2830629366e-05,5.29538427741e-05,-0.00110324684031,2,2,4.17908717484e-07,1.9861652655e-07,3.80943739344e-07,-6.86807404456e-07,-4.98273535234e-07,1.48772121138e-06,2,2,7.30718895904999e-08,7.1720310789e-08,-4.1798256722e-07,-1.98550939006e-07,-3.81177029662e-07,-5.01857627431e-07,4.76654241472e-07,6.8669709637e-07,4.98158958756e-07,-1.48735830997e-06
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,58,Kepler,Kepler Photometer,58,17,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,243.995346106,-24.7585339351,426.824897853,465.184115677,-0.00110236514763,6.41809212532e-05,-6.42098517395e-05,-0.00110267450507,2,2,3.85362878843e-06,1.03348255164e-05,5.33312264192e-06,2.21377891885e-06,3.47167454112e-06,1.42523197855e-06,2,2,2.09480414363e-05,3.04850375007e-05,-3.84363887321e-06,-1.03068429599e-05,-5.2777295866e-06,9.46388264945e-06,1.01274046894e-05,-2.20830461214e-06,-3.46226907122e-06,-1.40212164175e-06
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,59,Kepler,Kepler Photometer,59,17,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,243.885808068,-26.157262806,590.333787041,440.631070912,-0.00110252794835,-6.49485557757e-05,-6.49376913501e-05,0.00110190760074,2,2,5.14857650736e-07,-1.52093790057e-06,1.29397481829e-06,1.75230958944e-06,1.59196921845e-06,2.16600909785e-06,2,2,1.67004833333e-07,-1.18769130721e-06,-5.14715522827e-07,1.51951800469e-06,-1.294776903e-06,1.92504882173e-06,2.17437324377e-06,-1.75171872996e-06,-1.59216042915e-06,-2.16531369008e-06
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,60,Kepler,Kepler Photometer,60,17,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,242.470255761,-26.1440092721,486.871005599,513.46265581,0.00110366329151,-5.23503302807e-05,5.27198239496e-05,0.00110330251778,2,2,2.57202557717e-07,3.19726563052e-07,8.46765438457e-07,-1.11674477362e-07,1.20112665184e-06,7.84099726157e-07,2,2,2.53764840588e-07,3.17439354888e-07,-2.57248135901e-07,-3.19565600035e-07,-8.46463340927e-07,3.29296936491e-07,6.00780039021e-07,1.11531261182e-07,-1.20079043361e-06,-7.83893556832e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,61,Kepler,Kepler Photometer,61,18,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,243.654695106,-22.0366297386,604.392921252,534.179997184,6.37087729824e-05,-0.00110286659312,-0.00110286595186,-6.3577190808699e-05,2,2,5.23140940608e-07,2.40622504162e-07,1.80982464693e-07,-8.38388254377e-07,7.60764020823e-07,4.06607196292e-07,2,2,1.43214575856e-07,6.99494875467999e-08,-5.23169548661e-07,-2.40625993527e-07,-1.80977926564e-07,-1.84665182679e-07,9.48360652252e-08,8.38504901814999e-07,-7.60809136064e-07,-4.06513991747e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,62,Kepler,Kepler Photometer,62,18,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,243.681465763,-23.2689650892,505.804237845,576.453621772,-6.37326834005e-05,-0.00110261454224,0.0011026672474,-6.44134623909e-05,2,2,5.59811403445e-07,3.29581852317e-07,1.24027986891e-07,2.4058791141e-07,4.47009729925e-07,5.99381931218e-07,2,2,2.15310548335e-07,1.11281072194e-07,-5.59737336235e-07,-3.29603076778e-07,-1.2404451534e-07,1.89644873808e-07,2.18329648974e-07,-2.40560723843e-07,-4.47029780616e-07,-5.99351137808e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,63,Kepler,Kepler Photometer,63,18,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,242.41607577,-23.3259025073,509.85016152,536.870320592,-5.38075016785e-05,0.00110351068739,0.0011032193328,5.3350892248e-05,2,2,7.02866606569e-07,-9.11961718726e-08,5.72758405714e-07,-1.70518869332e-06,5.15841746179e-06,7.47041513327e-07,2,2,3.13884399359e-07,3.42509952788e-08,-7.02921218956e-07,9.13083895158e-08,-5.72549374545e-07,5.37211620594e-07,7.69507791199e-06,1.70454895279e-06,-5.15805540225e-06,-7.49158334627e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,64,Kepler,Kepler Photometer,64,18,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,242.437786914,-22.107270577,614.401050181,608.671933442,5.3965348636e-05,0.0011036452869,-0.0011033175236,5.40160188603e-05,2,2,4.40999350279e-07,1.51014166592e-07,3.02939473373e-08,1.20685117187e-07,1.05234564997e-06,7.87871228658e-07,2,2,1.17994871941e-07,6.53454290849e-08,-4.41029656137e-07,-1.51068008364e-07,-3.03641217137e-08,2.868401368e-07,5.25161525654e-07,-1.2063257957e-07,-1.05279769665e-06,-7.88370306555e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,65,Kepler,Kepler Photometer,65,19,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,243.449273376,-19.1573496542,577.444824564,561.708893981,6.27387859276e-05,-0.00110310025757,-0.00110328718649,-6.2042570185099e-05,2,2,1.19750419311e-07,-9.11058343248e-08,1.35237380062e-07,-3.31543390031e-07,1.22366166349e-07,7.24789332692e-07,2,2,-1.54789830013e-08,1.74352260411e-08,-1.19754477499e-07,9.11109361253e-08,-1.35235751443e-07,-2.27065056593e-08,4.36254917332e-08,3.31545447193e-07,-1.22364931094e-07,-7.24822103708e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,66,Kepler,Kepler Photometer,66,19,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,243.55093525,-20.3508675893,564.242432125,536.930682226,-6.3103031632e-05,-0.00110263386628,0.00110272624098,-6.36457208692e-05,2,2,5.70611258054e-07,-2.85394800545e-07,6.53548981037e-07,3.60704673072e-07,5.01442800707e-07,6.44341472712e-07,2,2,1.88226056606e-07,6.56173624837999e-08,-5.70609696677e-07,2.85396886976e-07,-6.53544423045e-07,2.52946647448e-07,2.42947887709e-07,-3.6070438943e-07,-5.01442330246e-07,-6.44340150258e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,67,Kepler,Kepler Photometer,67,19,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,242.23962156,-20.520000696,469.594630899,511.330557932,-5.39480747428e-05,0.00110320469967,0.00110331048478,5.38423709571e-05,2,2,-3.35188597215e-07,-7.25011194772e-07,6.1458284577e-07,-5.25398060096e-07,-3.70848960509e-07,-8.09851246103e-08,2,2,6.05540001602e-08,2.37858485316e-08,3.35144042159e-07,7.2506819048e-07,-6.14528698082e-07,1.57644241822e-07,3.52090686743e-08,5.25458589566999e-07,3.70891589669e-07,8.09811728196e-08
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,68,Kepler,Kepler Photometer,68,19,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,242.194497758,-19.2210761867,578.94428581,531.074762403,5.35277735101e-05,0.00110314884432,-0.00110320439596,5.42229062126e-05,2,2,9.07326774819e-07,1.33524177443e-08,4.47461237253e-07,-1.22760608033e-06,8.15024736376e-07,-2.21403776557e-08,2,2,2.84853086486e-07,1.3906200732e-07,-9.07354620419e-07,-1.33491253404e-08,-4.47486984044e-07,-4.60848141078e-07,-1.12068222503e-07,1.2276614226e-06,-8.1502615952799e-07,2.22203180905e-08
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,69,Kepler,Kepler Photometer,69,20,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,243.428611055,-17.4150673273,523.857481941,607.666477597,-0.00110352779677,-6.31026498086e-05,-6.31121131869e-05,0.00110284278392,2,2,-4.69728341737e-07,-1.50816645334e-06,1.79865189062e-07,-2.44581908558e-07,1.51559303318e-06,2.06538737815e-06,2,2,-3.45603748116e-07,-7.54643957767e-07,4.69588546813e-07,1.5088894062e-06,-1.79140417117e-07,9.76063781451e-07,5.89292206643e-07,2.44361661403e-07,-1.51547148587e-06,-2.06670536625e-06
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,70,Kepler,Kepler Photometer,70,20,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,242.092895455,-17.5614898509,542.701268431,537.439924153,0.00110317358329,-5.59577714049e-05,5.56181456517e-05,0.00110341658571,2,2,6.70862069533e-07,-1.5191663831e-07,2.93803584066e-07,-4.24467360562e-08,9.7006578678e-07,-2.07241251101e-07,2,2,2.04631598536e-07,-5.02990948678e-10,-6.70816229245e-07,1.51907594952e-07,-2.93779351264e-07,-7.6448372359399e-08,3.27587138768e-07,4.24518373824e-08,-9.7008582913999e-07,2.07234877509e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,71,Kepler,Kepler Photometer,71,20,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,242.100551715,-16.3488366683,604.641764414,532.983230861,0.00110347208603,5.50717738981e-05,5.52796429124e-05,-0.0011034304244,2,2,8.83462083668e-07,-2.56495188294e-07,6.96848123982e-07,6.48840245347e-07,4.92082251863e-07,4.73772464528e-07,2,2,4.20197119206e-07,1.28648361968e-07,-8.83641613922e-07,2.56544206327e-07,-6.96989847263e-07,3.65190431628e-07,3.12776557548e-07,-6.48962302128e-07,-4.92059110891e-07,-4.73938246002e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,72,Kepler,Kepler Photometer,72,20,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,243.328209066,-16.2198839219,549.288760432,472.887829255,-0.00110312750741,6.22610740078e-05,-6.1727955153799e-05,-0.00110305024886,2,2,6.26030719623e-07,-8.30552186178e-08,6.22269370576e-07,6.22523689688e-07,6.47484182036e-08,-6.09518247662e-08,2,2,2.70560589727e-07,1.08323962154e-07,-6.25943550518e-07,8.30110135942e-08,-6.22193198467e-07,1.35259586633e-07,9.81486564929e-08,-6.22461713371e-07,-6.47767199068e-08,6.09605214239e-08
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,73,Kepler,Kepler Photometer,73,22,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,240.671576316,-25.0476308917,634.16574101,548.660320928,3.98592460029e-05,-0.00110442564144,-0.00110416235362,-3.9601755167e-05,2,2,2.17296770211e-07,1.47764304823e-07,-2.36770705442e-08,-1.34149179557e-06,1.55114345538e-06,6.86249905942e-07,2,2,4.93609875604e-08,3.60442642002e-08,-2.17305053524e-07,-1.47784908955e-07,2.37290126844e-08,3.40293484733e-09,5.12356521073e-07,1.3418646558e-06,-1.5515122488e-06,-6.85851738157e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,74,Kepler,Kepler Photometer,74,22,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,240.728662684,-26.1953697688,550.973357013,539.602297768,-3.97343606791e-05,-0.00110416930512,0.00110364024849,-4.05384944022e-05,2,2,8.30360028667e-07,-4.08827455092e-07,7.64088044118e-07,-1.19978503524e-07,3.93359094435e-07,1.79068659531e-07,2,2,2.69726644216e-07,1.2735824073e-07,-8.30322382238e-07,4.0882471416e-07,-7.64024201766e-07,3.47296982759e-10,3.23091492991e-08,1.19969371987e-07,-3.93355089819e-07,-1.79075658283e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,75,Kepler,Kepler Photometer,75,22,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,239.245896543,-26.184526198,597.906072181,420.594254143,-2.72611077968e-05,0.00110542530799,0.00110425088463,2.76361354508e-05,2,2,4.30837291512e-07,-9.50345694178e-07,1.32277277253e-06,2.26255908164e-06,-5.11353306945e-07,-7.83148201346e-08,2,2,7.03134625061e-07,-3.67780840244e-07,-4.31259933133e-07,9.50439670665e-07,-1.32250262118e-06,-2.12451168417e-09,4.90132483768e-07,-2.26250764843e-06,5.11505245294e-07,7.70960331704e-08
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,76,Kepler,Kepler Photometer,76,22,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,239.329655142,-24.9608155199,521.539858588,516.646238177,2.82485682905e-05,0.00110468649055,-0.00110431685336,2.86826879319e-05,2,2,7.66396542338e-07,-1.24922531251e-07,2.40984693618e-07,1.7077982567e-08,2.69337190505e-06,1.17805657859e-06,2,2,2.57739183727e-07,-3.41166952132e-08,-7.6625803268e-07,1.24854576038e-07,-2.40902073981e-07,1.01722826332e-06,2.87647788789e-06,-1.73352625086e-08,-2.69248763322e-06,-1.1774799418e-06
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,77,Kepler,Kepler Photometer,77,23,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,240.454196347,-22.252873737,675.992680966,636.641865137,3.95670451772e-05,-0.00110505440818,-0.00110398177718,-3.96444354135e-05,2,2,-8.70353476772e-07,3.23406100187e-06,-1.11961253564e-05,-1.72735695098e-06,-3.43109952075e-06,-8.6590531427999e-08,2,2,1.78783641624e-05,-1.0057123096e-05,8.65211439797e-07,-3.22955628254e-06,1.11595414614e-05,-1.17942930953e-06,9.23235727633e-06,1.7238542412e-06,3.42815227883e-06,7.71197850730999e-08
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,78,Kepler,Kepler Photometer,78,23,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,240.608795431,-23.3461399785,555.592387811,544.265527913,-4.07105162101e-05,-0.00110427082693,0.00110390427875,-4.11764224567e-05,2,2,3.41990177555e-07,-3.01800901865e-07,4.50272962487e-07,1.33586212757e-07,1.06270333381e-06,4.94033642014e-07,2,2,7.84062552229e-08,-7.34687272847e-08,-3.41991193133e-07,3.01819020608e-07,-4.50263599415e-07,2.07263858059e-07,4.79793894766e-07,-1.33581987651e-07,-1.06273585668e-06,-4.94048243795e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,79,Kepler,Kepler Photometer,79,23,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,239.242281665,-23.3379693946,599.203499791,486.839794104,-3.04794435931e-05,0.00110452809685,0.00110415687582,2.99829504394e-05,2,2,1.28534425146e-06,-6.03831256546e-07,4.49922293721e-07,6.89607583787e-07,3.57112458851e-07,-2.5631143985e-07,2,2,6.47483380024e-07,-4.24038292449e-08,-1.28559256851e-06,6.0384019726e-07,-4.50058166492e-07,2.02943897997e-07,1.6464091243e-07,-6.89730032799e-07,-3.57017626825e-07,2.56137266671e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,80,Kepler,Kepler Photometer,80,23,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,239.225277049,-22.0969597478,502.647121819,503.252974112,2.98600145133e-05,0.00110473516353,-0.00110394586884,2.97650113175e-05,2,2,8.12141869727e-07,2.91386145103e-07,5.31199328201e-07,6.82911807153e-07,-6.60733113679e-07,8.16409693726999e-07,2,2,4.12525730814e-07,1.93276959885e-07,-8.11856933915e-07,-2.91469402775e-07,-5.30872144514e-07,2.43749520611e-07,3.33838653347e-07,-6.82640590658e-07,6.60694712558e-07,-8.16312103594e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,81,Kepler,Kepler Photometer,81,24,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,240.514728971,-19.321440915,602.318057359,489.549132675,4.24038670828e-05,-0.00110411037108,-0.00110393532759,-4.20105658283e-05,2,2,3.52141070855e-07,-6.2605910582e-07,5.72268530843e-07,-3.85738938071e-07,1.50377717678e-06,6.53785894654e-07,2,2,4.68275611022e-09,-2.34127130513e-07,-3.52043064697e-07,6.25793627993e-07,-5.72380464528e-07,2.69120674827e-07,6.37892615527e-07,3.85692347911e-07,-1.50342001363e-06,-6.53371875235e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,82,Kepler,Kepler Photometer,82,24,2,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,240.336585162,-20.5443903959,522.475163089,682.875295343,-4.05727944361e-05,-0.00110391147935,0.0011038603673,-4.1423611885e-05,2,2,1.11790960765e-06,-6.21819820808e-09,-9.9555965878399e-08,1.32709272954e-06,-7.23106326857e-07,2.72931581466e-07,2,2,4.76487727603e-07,-5.21478864377e-08,-1.11763580094e-06,6.1348911981e-09,9.94995283871e-08,5.94506187765e-07,-1.01797495029e-07,-1.32649935984e-06,7.22518203646e-07,-2.72905967389e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,83,Kepler,Kepler Photometer,83,24,3,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,239.146207783,-20.5867259744,517.572315885,473.774318478,-3.33982270981e-05,0.00110362051192,0.00110458275977,3.33157230167e-05,2,2,-3.4978371274e-07,2.57285203631e-06,2.76097526344e-06,2.74733119656e-07,-2.29254634757e-07,-3.99579996415e-07,2,2,5.34605628292e-07,7.29190781999e-07,3.49544463461e-07,-2.5718646615e-06,-2.76083707097e-06,-1.22899020105e-08,2.69733299278e-08,-2.74676547155e-07,2.29109308037e-07,3.99816014396e-07
2,wcs-ktwo2014294030900-c02_ffi-cal.fits,84,Kepler,Kepler Photometer,84,24,4,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,239.072774983,-19.3541795898,590.52058578,444.64179156,3.19507988965e-05,0.00110413209442,-0.00110473829343,3.23313073835e-05,2,2,6.6772986717e-07,-7.18051159614e-07,1.60768646342e-06,6.68939001471e-07,1.7238464464e-06,-9.94222317936e-07,2,2,9.55377700485e-07,-4.99721425083e-07,-6.67576160465e-07,7.17170796444e-07,-1.60666118678e-06,-6.69035167012e-07,1.62257812988e-06,-6.6907499270599e-07,-1.72242391438e-06,9.92585577280999e-07
3,ktwo2014331202630-c03_ffi-cal.fits,1,Kepler,Kepler Photometer,1,2,1,ICRS,2000.0,2,RA---TAN-SIP,DEC--TAN-SIP,342.9533976123779,-11.030578771000624,533.0,521.0,-0.0006437140484487,0.0008977654391788216,0.0008975569090125111,0.0006431685693090103,2,2,6.387470709284542e-07,1.246427231992e-07,8.485344633548326e-07,1.234141775381e-07,8.241268202060479e-07,2.639166013618513e-08,2,2,-4.186681339125e-06,-7.769923809084e-07,-6.396772238119e-07,-1.164841458777e-07,-8.543318460149e-07,-1.062206947113e-06,-4.585479305413e-07,-1.261110888108e-07,-8.248512695748e-07,-2.227646186406e-08
